Date,SP500_ret,GOLD_ret,NVDA_ret,JPM_ret,MELI_ret,GOOG_ret,JNJ_ret,RTX_ret,WMT_ret,YC_3M,YC_5Y,YC_10Y,VIX
2013-01-03,-0.008448451813216629,0.0005808429633247236,-0.001412359832974719,-0.002017193037284759,0.005574857852351123,0.0007860563377593,0.003683737455482561,-0.006374927429616761,-0.002087795423524774,0.0006499999761581421,0.018990000486373903,0.031070001125335693,0.145600004196167
2013-01-04,-0.01541362091915488,0.019567488710737102,0.011384998828549708,0.017569593022095376,0.0006040882220315069,0.032460385951299964,0.007915341171238488,0.003771640103767293,0.004853299978980985,0.0006499999761581421,0.019149999618530273,0.031110000610351563,0.13829999923706054
2013-01-07,-0.0015788050432803402,-0.004372575249838029,-0.0020983510821572793,0.0011020446948744045,-0.002055598210627174,-0.029322830716091097,-0.004836149542483792,-0.009602674195522187,-0.003128003259122103,0.0005799999833106995,0.01902999997138977,0.030999999046325683,0.13789999961853028
2013-01-08,0.009676519411254247,-0.0019756435537625627,0.00013979810382203084,0.001979915103960117,0.009756186857086568,-0.022170711996390757,-0.01213463184181851,0.002774161699060418,-0.0032476391807332305,0.0005999999865889549,0.01871000051498413,0.03071000099182129,0.1361999988555908
2013-01-09,-0.004040623700428014,0.006551622966753712,0.004471460043817821,-0.0006596546397479308,0.03613676835224933,-0.022672995693899356,0.01189789045181655,-0.0002919216710886019,0.0026523453586815293,0.0005499999970197678,0.018519999980926512,0.030529999732971193,0.138100004196167
2013-01-10,0.01350520171763403,0.0045417209938194425,0.006391971250905293,0.01484432796302837,-0.0024310744580491317,0.0016368698895130596,0.004955388466128419,-0.0030669257565900665,0.007568700109210624,0.0005499999970197678,0.018940000534057616,0.030789999961853026,0.13489999771118164
2013-01-11,-0.010367784461266183,-0.0020114582000463344,0.0022139220537504833,-0.00021712885387659142,0.0031241325999884495,-0.0016368698895130596,0.0024684196206172793,0.0039422197175480456,-4.751511497769201e-05,0.0006300000101327896,0.01875,0.03053999900817871,0.13359999656677246
2013-01-14,0.005347139027603198,-0.022881998630988054,0.002898485688345165,-0.005650579093599006,0.004610544149669771,-0.0008191231353176232,0.007252256338882823,-0.004820322919648845,-0.000931104904918989,0.0005999999865889549,0.0185699999332428,0.030439999103546143,0.13520000457763673
2013-01-15,0.008650830902112716,0.0023202867161735696,-0.002621675417866065,0.010191934431274863,0.003100098927180106,-0.018197861263517634,0.0018627164790987472,0.00990661306644025,0.0011280332953038652,0.0007999999821186065,0.018309999704360962,0.030169999599456786,0.13550000190734862
2013-01-16,-0.0004159551156286412,-0.013526756019337505,0.0028975344006849646,0.010089221034023765,-0.004941586853866475,0.00914027190473643,-0.004547005066362075,0.003328922430918535,0.0001969725099559838,0.0007199999690055847,0.018240000009536742,0.030190000534057616,0.13420000076293945
2013-01-17,0.0045655845799430494,-0.005425845817456754,0.004399088154432906,-0.008149652236941751,0.010429422980247516,0.01314735548923096,0.009652845494942497,-0.005214989849506857,0.005627060541354645,0.0007000000029802323,0.01875,0.03068000078201294,0.1356999969482422
2013-01-18,-0.002250548079390846,-0.009619949010692963,0.00451681441754026,0.00043059501651487864,0.0061376653670155434,-0.0065516997629428975,0.006345573577416275,0.005070293777795776,0.0033974923781512345,0.0007000000029802323,0.01843000054359436,0.030309998989105226,0.12460000038146973
2013-01-22,0.0036693378433438895,-0.0023305748077442345,-0.0074013869386480025,0.0017207597029735844,-0.007963926422823953,-0.004942552263733191,0.005963167361626276,0.005476025954669339,0.004418331627712213,0.0005999999865889549,0.018350000381469726,0.030220000743865966,0.12430000305175781
2013-01-23,-0.003847182876657307,0.05350312394654244,0.0021987091858508556,-0.006683308056305126,0.0,0.0016504817188764953,0.006835402333007057,-0.0012937447594945084,0.0015063419242924425,0.0007000000029802323,0.018329999446868896,0.030269999504089356,0.12460000038146973
2013-01-24,-0.010012628248205147,0.016995851871949963,0.003425368051544364,0.0030235831408917946,0.0019400472589445883,0.004933785634183341,0.009605368979551443,0.004307720110604318,6.614661544723788e-06,0.0007500000298023224,0.01843999981880188,0.030390000343322753,0.12689999580383302
2013-01-25,-0.007877592973066783,-0.0007162853772717526,0.011155397843777948,0.016893587272889032,0.01717961236042953,0.017886727881147868,0.009736227442810108,-0.011384362429922579,0.005430708661868344,0.0007000000029802323,0.01947000026702881,0.03132999897003174,0.12890000343322755
2013-01-28,-0.002417796113122428,-0.003908608377858336,-0.00406666295687641,-0.011087472335787218,-0.01774974018604336,0.01598772593066,0.00011174431375149396,0.005060047481165508,-0.0018513342747921158,0.0005999999865889549,0.019739999771118164,0.03150000095367431,0.1356999969482422
2013-01-29,0.0050103795130516104,0.003921907897674437,0.010673926023613944,0.010239002200708835,-0.00652300140918971,-0.021643877298777703,-0.000445587324500174,0.007756213659718458,0.005093003781205141,0.0006300000101327896,0.019880000352859497,0.03167999982833862,0.133100004196167
2013-01-30,0.011495111538641467,0.00019896016018838836,-0.004309917277843578,0.00021192800582214844,-0.017138055245345285,-0.001622685766306864,-0.007380079492225633,-0.002005466049905369,-0.003907244671752075,0.0005999999865889549,0.0200600004196167,0.03196000099182129,0.14319999694824218
2013-01-31,-0.011555314223236302,0.0024642309938647244,-0.0022973457888939564,-0.0016987426783909854,0.03195360049486684,-0.004882124755489992,-0.017321093467230764,0.002863389548064532,-0.0025665919583923724,0.0006499999761581421,0.019850000143051147,0.031700000762939454,0.1427999973297119
2013-02-01,0.00528532691511252,0.026005710735501175,0.0035110350033003,0.016860187179903452,-0.01137697057547804,0.008932764000097349,0.025591966203161398,0.007690467237012388,0.010002513224010023,0.0005999999865889549,0.020099999904632567,0.032079999446868894,0.12899999618530272
2013-02-04,0.0035279878042961954,-0.021608663218717794,-0.0009441882960268266,-0.003559241072732533,-0.01463764318793448,-0.017122698737104036,-0.0033447117961489248,-0.012275154550394518,-0.011605832709651764,0.0005499999970197678,0.019730000495910643,0.031770000457763674,0.14670000076293946
2013-02-05,-0.0017325477647567311,0.00881465470049081,0.007394091374793632,0.02301359750248988,0.01039509594894561,0.02276538020284069,-0.003131727733493239,0.016239463002837073,0.010362632222059354,0.0007000000029802323,0.020160000324249267,0.032209999561309814,0.1372000026702881
2013-02-06,0.003164043591519672,0.0057684933663146865,0.009729934188440037,-0.003696201836263846,0.006984670014308136,-0.008070634944037147,0.0012311007373266847,0.007601176133996024,0.0005490198591342477,0.0006499999761581421,0.01968000054359436,0.03180999994277954,0.1340999984741211
2013-02-07,-0.004360645368130633,0.004895931007095733,-0.004386612606015916,-0.007848037688376497,-0.020752217690641395,-0.004060505975463702,0.00646904516776603,-0.0011224724084732962,-0.0018070310558568892,0.0006499999761581421,0.019509999752044677,0.031630001068115234,0.135
2013-02-08,-0.0026375895772305924,0.014647800219072415,0.005580181008380425,0.008259414391487585,-0.02488769316182715,0.006488459453764195,0.001555306738875828,0.0035039519918838025,0.005641994585043442,0.0006499999761581421,0.019539999961853027,0.0316700005531311,0.13020000457763672
2013-02-11,-0.010741790022626319,-0.0037634575179077423,-0.0009277740640118992,0.000616360670513405,0.002623741060849838,0.011254011437419997,-0.005342254256404111,-0.0011201116893349017,-0.0006063012476387186,0.0006499999761581421,0.019459999799728393,0.03151000022888183,0.12939999580383302
2013-02-12,0.000303315246834579,-0.0022005755866691956,0.005158274288245224,0.009816696972698047,-0.011621828480778085,-0.006415406328704298,0.004120359472183921,0.0,0.0015940011376045504,0.0008299999684095383,0.019819999933242797,0.03190999984741211,0.12640000343322755
2013-02-13,-0.0027331549301568003,0.002762915202195515,-0.0018489257754743527,-0.009405079167895458,0.00012064768653896607,-0.004838605108715699,0.0006149219140243467,-0.00014005042252440703,0.0005920877747911391,0.0008500000089406968,0.020190000534057617,0.03223999977111816,0.12979999542236328
2013-02-14,-0.00579464263345475,0.006315685624412204,0.001980969054792947,0.011031411211321451,0.00756256355324858,0.028686964142234705,0.0021203359942636446,-0.008016620059851487,0.0006904332650528033,0.000949999988079071,0.02,0.03180999994277954,0.1265999984741211
2013-02-15,-0.015970681578292734,0.006414825085971909,0.004606198062971245,-0.006931684403510552,-0.00359391943429177,0.0,0.012079959500232995,-0.021696054118678365,-0.0010456277960129157,0.000949999988079071,0.020069999694824217,0.031789999008178714,0.12460000038146973
2013-02-19,-0.0032375032652733893,0.017453353413601214,0.010449131771602893,0.01159390711977304,0.018785482722584845,-0.013444329657960719,0.0026402515014973815,-0.007823043044894895,0.007309694441360648,0.0010000000149011613,0.020260000228881837,0.03204999923706055,0.123100004196167
2013-02-20,-0.016346397170893034,-0.017995831571537835,-0.0040361485545070686,-0.01713298910601102,-0.010419582027357599,-0.014434659666668903,-0.009493364785173153,0.006523320485233963,-0.01248171143000576,0.0011500000208616258,0.020209999084472657,0.03209000110626221,0.1468000030517578
2013-02-21,0.0003802367748857449,0.0038665894398879352,0.0028660430399289893,-0.007433308872216937,0.0023778949116719517,-0.007296434271369279,-0.008353440612439034,0.015057325314187686,-0.006323005465665332,0.0011999999731779098,0.0197599995136261,0.031659998893737794,0.15220000267028808
2013-02-22,-0.0036817960734820687,0.005240649657845431,-0.0001308607672032558,0.013586480687809654,0.010629409141277968,0.018541510517226634,0.012006977740273594,0.0019908175780818382,0.008734213386774492,0.0011999999731779098,0.019670000076293947,0.03154999971389771,0.14170000076293945
2013-02-25,0.008738057791807918,-0.011242071708462031,-0.008958128665410126,-0.02505082987374907,-0.0066006664382269875,-0.01772838330712201,-0.02370708814748035,0.0005675378587914892,-0.01847927558477469,0.0011500000208616258,0.018949999809265136,0.030899999141693116,0.18989999771118163
2013-02-26,0.018117569902100783,-0.0008097161300386624,0.0023789513264498297,-0.0020988685614917735,-0.006287390416113148,0.011791534426728978,0.009348503662923058,0.009467007561473562,0.006090876862567818,0.0010999999940395355,0.01878999948501587,0.03075000047683716,0.16870000839233398
2013-02-27,-0.01245966817007016,0.012139328743201006,0.0074967567040782335,0.034685527140568606,0.004867143715574507,0.01842266239847201,0.015242445126016246,0.007704615082234856,0.012645699119019582,0.0010000000149011613,0.01902999997138977,0.031029999256134033,0.14729999542236327
2013-02-28,-0.011031030283688459,0.0017739435557899697,-0.0027555520698521185,-0.007331656087732341,0.01376108494622752,0.004750091325478989,-0.00022118513466296008,-0.012356331969477719,-0.0008644534614576926,0.0010000000149011613,0.01888000011444092,0.030940001010894776,0.15510000228881837
2013-03-01,-0.0036829650487248955,0.006208860641197411,0.00772194824647876,-0.0002041726175954217,-0.00023365072438519263,0.003942121472124471,-0.004649245938999513,0.01347196951375551,0.0023211594495267107,0.0010000000149011613,0.01853000044822693,0.03065000057220459,0.15359999656677245
2013-03-04,0.00012719540212824398,0.018812483318183748,0.006497742902996428,0.0038767746197474473,0.015534502199601619,-0.003942121472124471,-0.011157082924540429,0.020966427990084746,0.004600126548350403,0.0008500000089406968,0.018769999742507936,0.030859999656677246,0.14010000228881836
2013-03-05,0.0015889665775548067,0.02060176059175145,0.005940979046095141,0.00791155049329495,0.007563830021761753,0.010998050696805706,0.02098348101408254,0.006259591730457537,0.009520551872499894,0.0008500000089406968,0.018940000534057616,0.031040000915527343,0.1347999954223633
2013-03-06,0.0,-0.00864669776896454,-0.003482968394505903,0.01085216202792516,0.03676295558329912,-0.0007816049790840829,0.0005489406068917013,-0.004623009313076132,0.0010839250554139923,0.0009200000017881393,0.01937999963760376,0.03148999929428101,0.1352999973297119
2013-03-07,0.00012705483006669738,0.00146638320445458,0.00464152233850168,0.011921281218568502,-0.0006604328366837109,-0.002348386451252127,0.0070033929194535105,-0.000817704238700756,0.0018148436172067406,0.0009000000357627869,0.019910000562667847,0.03200000047683716,0.130600004196167
2013-03-08,0.0011423030650430377,-0.0012981631135713378,0.005643032092944367,-0.008528941774573529,0.020167676918426913,0.004691170750286355,0.0039175781757334605,0.002467309368745063,0.004471128712954631,0.0008699999749660492,0.02055999994277954,0.03255000114440918,0.1259000015258789
2013-03-11,0.0007608884674095151,0.003960841392181891,0.003192166598185331,0.00556218507655748,0.028722131517051608,-0.009404452350092463,0.009081945235901667,-0.0006846470143218042,0.003243818865874104,0.0008699999749660492,0.02055999994277954,0.03255000114440918,0.11560000419616699
2013-03-12,0.008645465114191175,-0.008674280485875041,0.0015283140985689059,-0.003970166435954159,-0.0073675355838425105,0.003144755555447798,0.002472277721101701,0.008459386838115979,-0.00240614539680184,0.0009200000017881393,0.020230000019073487,0.032190001010894774,0.12270000457763672
2013-03-13,-0.002012675138656661,-0.0027828764208441825,-0.00012723590614438507,-0.0023893014196696427,0.0026375745472977385,0.0,-0.0006438912696378196,0.0006794803394778448,0.0013131891571704912,0.0008500000089406968,0.020209999084472657,0.03216000080108643,0.11829999923706054
2013-03-14,0.0014469955905793697,-0.004578444232666623,0.006977668716969809,0.01660761416490164,0.00042112728929577514,0.0007846712578325477,0.003967119114371087,-0.005855583617406346,0.005587352158972436,0.0009000000357627869,0.020329999923706054,0.03242000102996826,0.11300000190734863
2013-03-15,0.001193820272248125,-0.008851762218282211,0.0011374747451542433,-0.01940263602492953,0.0008423793288265813,-0.008664723946365749,-0.0018208780705499805,-0.009882267228592312,-0.0016197737499892284,0.0008299999684095383,0.01996000051498413,0.03224999904632568,0.11300000190734863
2013-03-18,0.007569380658191349,-0.00802668213226232,-0.0048104756419355965,-0.010247916062866569,-0.0062279517609544754,-0.007146074656746215,-0.005482436604588692,-0.003453949741765605,-0.005525570335024099,0.0007199999690055847,0.019559999704360963,0.03184999942779541,0.13359999656677246
2013-03-19,0.004166847778572347,0.00436049009101902,0.0006339885938677625,-0.006281565279452117,0.00327717271852368,-0.0063946963508365595,0.0036583246234074274,0.0027640932307138044,-0.0024254697268757397,0.0007000000029802323,0.019079999923706056,0.03134999990463257,0.14390000343322754
2013-03-20,-0.002361159771307797,0.004169707691986435,0.007453876590256314,-0.0016274323350549125,0.0005276196410237688,0.011956833895642838,0.003644990051731245,0.007425666142532705,0.006675163815817342,0.0006300000101327896,0.01937000036239624,0.031719999313354494,0.12670000076293944
2013-03-21,0.003911499559245968,-0.004243647817815166,-0.005553428992509879,-0.015800134481844808,-0.005182434638197897,-0.015974772416204708,-0.010975071793057456,0.001916614793571636,-0.00831692375600479,0.0005999999865889549,0.019320000410079956,0.03154999971389771,0.13989999771118164
2013-03-22,-0.004720566316438024,-0.0011717967154467601,0.009197032450711795,0.008854287650947867,-0.004995776798796925,0.0048194897110960255,0.012472004505394985,0.015602726401984679,0.0071486438032994926,0.0006499999761581421,0.019149999618530273,0.03134999990463257,0.1356999969482422
2013-03-25,-0.0009966212500724936,-0.0008271322292858763,-0.0007524211551972471,-0.005343948118911257,0.001383956270097464,-0.0056248113928119015,-0.008476865961287494,0.007644599195080648,-0.0033456293009468396,0.0005799999833106995,0.019149999618530273,0.03138999938964844,0.13739999771118164
2013-03-26,-0.005499280632432324,0.003427628221136292,0.014576510442688928,0.002470071820455999,0.015472626205411899,0.007225783461076496,-0.0016178657308847377,-0.0010697710000391325,0.0077549631946354225,0.0007199999690055847,0.01906000018119812,0.0313100004196167,0.12770000457763672
2013-03-27,0.006495901882504818,-0.012086013098275838,0.005181777923586317,-0.01804837169930229,0.004920118173076027,0.011928819737185403,-0.0004318674116898791,0.00013404192132027148,-0.0005885230525652929,0.0007999999821186065,0.0185099995136261,0.030920000076293946,0.13149999618530273
2013-03-28,-0.007122743230299378,-0.010608709258640658,0.00319390834794131,-0.006510889596402336,0.008319370985440777,0.014128653977555805,0.008815386006264081,0.0006680744513452019,0.004048463396191693,0.0006499999761581421,0.018519999980926512,0.031040000915527343,0.12699999809265136
2013-04-01,0.003255262103589729,0.008775539633742113,0.00489418174588252,0.007766416056564918,0.0133733974463075,-0.033283257175817704,-0.005473171900971074,0.007986656607425147,-0.004483616865356588,0.0006499999761581421,0.018400000333786012,0.030850000381469726,0.13579999923706054
2013-04-02,-0.015684882420190505,0.014682130047754427,0.009233316629694066,0.009364027287143362,-0.0007154077797020264,-0.010530512544833392,0.0007525322739798668,0.007791053756477595,0.005158933898854023,0.0006800000369548797,0.018609999418258666,0.031019999980926513,0.12779999732971192
2013-04-03,-0.014258962507669892,-0.008448421224407365,-0.007526388382932403,-0.02383336954759896,-0.016497113921908557,-0.012290348192400824,0.0022557826640676737,-0.0002630513380488253,-0.010602133218841736,0.0005499999970197678,0.01812000036239624,0.030550000667572023,0.14210000038146972
2013-04-04,-0.0006442053746882337,-0.013901830189930742,0.0041344886775558365,0.01356809539211934,-0.009925370942544198,0.009844312106730868,-0.0004291429598901608,0.002628079772531322,0.00404027901273718,0.0006499999761581421,0.01758999943733215,0.029869999885559082,0.13890000343322753
2013-04-05,0.015093644840955989,-0.015233473855459145,-0.004499849003324563,0.00880516247944163,-0.015235015254433826,0.016997614642504155,-0.005597445995510153,0.0024906649107152568,-0.004304145168907425,0.0005999999865889549,0.016940000057220458,0.0286299991607666,0.13920000076293945
2013-04-08,-0.002160529777127884,-0.0105271970700902,-0.011400227621048309,0.013887943020289839,0.000639244080819168,-0.002410657494030577,0.011483801215825817,0.01171263860929228,0.006282958765271296,0.0005499999970197678,0.017319999933242798,0.029030001163482665,0.13189999580383302
2013-04-09,0.008992493876984753,0.0036072280940473433,0.005041877356513957,0.0020565548634143838,-0.000639244080819168,0.015961916913871388,0.007865711639480466,0.010681769376461148,0.0035380658065768955,0.0006300000101327896,0.01746999979019165,0.029319999217987062,0.1284000015258789
2013-04-10,-0.01774567308034225,0.01598432771315572,0.00611485639734255,0.011641043528251682,0.027963366241969823,0.015710931743976086,0.007699363285130101,-0.009647049931456042,0.012115443329548725,0.0006499999761581421,0.018049999475479125,0.03005000114440918,0.12359999656677247
